mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_hairpin	diminuendo_line	crescendo_line	decrescendo_hairpin	TextLine	TextLine_accelerando poco a poco
285	285	2275/2	2275/2	0.0	3/8	3/8	Tempo	2/2	1	1	0								𝅘𝅥=208.8	209.0	𝅘𝅥	208.8	0.0						0	0
285	285	1138	1138	0.0	1/2	1/2	Tempo	2/2	1	1	0								𝅘𝅥=210.8	211.0	𝅘𝅥	210.8	0.0						0	0
285	285	1138	1138	1.5	1/2	1/2	Chord	2/2	1	1	3/8		1/4	3/2	4245														0	0
285	285	2277/2	2277/2	0.0	5/8	5/8	Tempo	2/2	1	1	0								𝅘𝅥=212.7	213.0	𝅘𝅥	212.7	0.0						0	0
285	285	1139	1139	0.0	3/4	3/4	Tempo	2/2	1	1	0								𝅘𝅥=214.6	215.0	𝅘𝅥	214.6	0.0						0	0
285	285	2279/2	2279/2	0.0	7/8	7/8	Tempo	2/2	1	1	0								𝅘𝅥=216.5	216.0	𝅘𝅥	216.5	0.0						0	0
285	285	2279/2	2279/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	4246														0	0
285	285	1136	1136	2.0	0	0	Chord	2/2	2	1	1/2		1/2	1	4247														1	1
285	285	1138	1138	1.5	1/2	1/2	Chord	2/2	2	1	3/8		1/4	3/2	4248														1	1
285	285	2279/2	2279/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	4249														1	1
285	285	1136	1136	2.0	0	0	Chord	2/2	3	1	1/2		1/2	1	4250														2	2
285	285	1138	1138	0.5	1/2	1/2	Chord	2/2	3	1	1/8		1/8	1	4251									655					2	2
285	285	2277/2	2277/2	0.5	5/8	5/8	Chord	2/2	3	1	1/8		1/8	1	4252														2	2
285	285	1139	1139	0.5	3/4	3/4	Chord	2/2	3	1	1/8		1/8	1	4253		articStaccatoAbove												2	2
285	285	2279/2	2279/2	0.5	7/8	7/8	Chord	2/2	3	1	1/8		1/8	1	4254		articStaccatoAbove												2	2
285	285	1136	1136	0.5	0	0	Chord	2/2	4	1	1/8		1/8	1	4255									656					3	3
285	285	2273/2	2273/2	0.5	1/8	1/8	Chord	2/2	4	1	1/8		1/8	1	4256														3	3
285	285	1137	1137	0.5	1/4	1/4	Chord	2/2	4	1	1/8		1/8	1	4257		articStaccatoBelow												3	3
285	285	2275/2	2275/2	0.5	3/8	3/8	Chord	2/2	4	1	1/8		1/8	1	4258		articStaccatoBelow												3	3
285	285	1138	1138	0.5	1/2	1/2	Chord	2/2	4	1	1/8		1/8	1	4259									657					3	3
285	285	2277/2	2277/2	0.5	5/8	5/8	Chord	2/2	4	1	1/8		1/8	1	4260														3	3
285	285	1139	1139	0.5	3/4	3/4	Chord	2/2	4	1	1/8		1/8	1	4261		articStaccatoAbove												3	3
285	285	2279/2	2279/2	0.5	7/8	7/8	Chord	2/2	4	1	1/8		1/8	1	4262		articStaccatoAbove												3	3
286	286	1140	1140	0.0	0	0	Dynamic	2/2	1	1	0					ff													0	0
286	286	1140	1140	0.0	0	0	Tempo	2/2	1	1	0								𝅘𝅥=218.5	219.0	𝅘𝅥	218.5	0.0						0	0
286	286	1140	1140	2.0	0	0	Chord	2/2	1	1	1/2		1/2	1	4263														0	0
286	286	2281/2	2281/2	0.0	1/8	1/8	Tempo	2/2	1	1	0								𝅘𝅥=220.4	220.0	𝅘𝅥	220.4	0.0						0	0
286	286	1141	1141	0.0	1/4	1/4	Tempo	2/2	1	1	0								𝅘𝅥=222.3	222.0	𝅘𝅥	222.3	0.0						0	0
286	286	2283/2	2283/2	0.0	3/8	3/8	Tempo	2/2	1	1	0								𝅘𝅥=224.2	224.0	𝅘𝅥	224.2	0.0						0	0
286	286	1142	1142	0.0	1/2	1/2	Tempo	2/2	1	1	0								𝅘𝅥=226.2	226.0	𝅘𝅥	226.2	0.0						0	0
286	286	1142	1142	2.0	1/2	1/2	Chord	2/2	1	1	1/2		1/2	1	4264														0	0
286	286	2285/2	2285/2	0.0	5/8	5/8	Tempo	2/2	1	1	0								𝅘𝅥=228.1	228.0	𝅘𝅥	228.1	0.0						0	0
286	286	1143	1143	0.0	3/4	3/4	Tempo	2/2	1	1	0								𝅘𝅥=230	230.0	𝅘𝅥	230.0	0.0						0	0
286	286	2287/2	2287/2	0.0	7/8	7/8	Tempo	2/2	1	1	0								𝅘𝅥=231.9	232.0	𝅘𝅥	231.9	0.0						0	0
286	286	1140	1140	0.0	0	0	Dynamic	2/2	2	1	0					ff													1	1
286	286	1140	1140	2.0	0	0	Chord	2/2	2	1	1/2		1/2	1	4265														1	1
286	286	1142	1142	2.0	1/2	1/2	Chord	2/2	2	1	1/2		1/2	1	4266														1	1
286	286	1140	1140	0.0	0	0	Dynamic	2/2	3	1	0					ff													2	2
286	286	1140	1140	2.0	0	0	Chord	2/2	3	1	1/2		1/2	1	4267														2	2
286	286	1142	1142	2.0	1/2	1/2	Chord	2/2	3	1	1/2		1/2	1	4268														2	2
286	286	1140	1140	0.0	0	0	Dynamic	2/2	4	1	0					ff													3	3
286	286	1140	1140	0.5	0	0	Chord	2/2	4	1	1/8		1/8	1	4269														3	3
286	286	2281/2	2281/2	0.5	1/8	1/8	Chord	2/2	4	1	1/8		1/8	1	4270														3	3
286	286	1141	1141	0.5	1/4	1/4	Chord	2/2	4	1	1/8		1/8	1	4271														3	3
286	286	2283/2	2283/2	0.5	3/8	3/8	Chord	2/2	4	1	1/8		1/8	1	4272														3	3
286	286	1142	1142	0.5	1/2	1/2	Chord	2/2	4	1	1/8		1/8	1	4273														3	3
286	286	2285/2	2285/2	0.5	5/8	5/8	Chord	2/2	4	1	1/8		1/8	1	4274														3	3
286	286	1143	1143	0.5	3/4	3/4	Chord	2/2	4	1	1/8		1/8	1	4275														3	3
286	286	2287/2	2287/2	0.5	7/8	7/8	Chord	2/2	4	1	1/8		1/8	1	4276														3	3
287	287	1144	1144	0.0	0	0	Tempo	2/2	1	1	0								𝅘𝅥=233.8	234.0	𝅘𝅥	233.8	0.0						0	0
287	287	1144	1144	0.5	0	0	Chord	2/2	1	1	1/8		1/8	1	4277														0	0
287	287	2289/2	2289/2	0.0	1/8	1/8	Tempo	2/2	1	1	0								𝅘𝅥=235.8	236.0	𝅘𝅥	235.8	0.0						0	0
287	287	2289/2	2289/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	4278														0	0
287	287	1145	1145	0.0	1/4	1/4	Tempo	2/2	1	1	0								𝅘𝅥=237.7	238.0	𝅘𝅥	237.7	0.0						0	0
287	287	1145	1145	0.5	1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	4279														0	0
287	287	2291/2	2291/2	0.0	3/8	3/8	Tempo	2/2	1	1	0								𝅘𝅥=239.6	240.0	𝅘𝅥	239.6	0.0						0	0
287	287	2291/2	2291/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	4280														0	0
287	287	1146	1146	0.0	1/2	1/2	Tempo	2/2	1	1	0								𝅘𝅥=241.5	242.0	𝅘𝅥	241.5	0.0						0	0
287	287	1146	1146	0.5	1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	4281														0	0
287	287	2293/2	2293/2	0.0	5/8	5/8	Tempo	2/2	1	1	0								𝅘𝅥=243.5	243.0	𝅘𝅥	243.5	0.0						0	0
287	287	2293/2	2293/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	4282														0	0
287	287	1147	1147	0.0	3/4	3/4	Tempo	2/2	1	1	0								𝅘𝅥=245.4	245.0	𝅘𝅥	245.4	0.0						0	0
287	287	1147	1147	0.5	3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	4283														0	0
287	287	2295/2	2295/2	0.0	7/8	7/8	Tempo	2/2	1	1	0								𝅘𝅥=247.3	247.0	𝅘𝅥	247.3	0.0						0	0
287	287	2295/2	2295/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	4284														0	0
287	287	1144	1144	0.5	0	0	Chord	2/2	2	1	1/8		1/8	1	4285														1	1
287	287	2289/2	2289/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	4286														1	1
287	287	1145	1145	0.5	1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	4287														1	1
287	287	2291/2	2291/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	4288														1	1
287	287	1146	1146	0.5	1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	4289														1	1
287	287	2293/2	2293/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	4290														1	1
287	287	1147	1147	0.5	3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	4291														1	1
287	287	2295/2	2295/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	4292														1	1
287	287	1144	1144	2.0	0	0	Chord	2/2	3	1	1/2		1/2	1	4293														2	2
287	287	1146	1146	1.5	1/2	1/2	Chord	2/2	3	1	3/8		1/4	3/2	4294														2	2
287	287	2295/2	2295/2	0.5	7/8	7/8	Chord	2/2	3	1	1/8		1/8	1	4295														2	2
287	287	1144	1144	0.5	0	0	Chord	2/2	4	1	1/8		1/8	1	4296														3	3
287	287	2289/2	2289/2	0.5	1/8	1/8	Chord	2/2	4	1	1/8		1/8	1	4297														3	3
287	287	1145	1145	0.5	1/4	1/4	Chord	2/2	4	1	1/8		1/8	1	4298														3	3
287	287	2291/2	2291/2	0.5	3/8	3/8	Chord	2/2	4	1	1/8		1/8	1	4299														3	3
287	287	1146	1146	0.5	1/2	1/2	Chord	2/2	4	1	1/8		1/8	1	4300														3	3
287	287	2293/2	2293/2	0.5	5/8	5/8	Chord	2/2	4	1	1/8		1/8	1	4301														3	3
287	287	1147	1147	0.5	3/4	3/4	Chord	2/2	4	1	1/8		1/8	1	4302														3	3
287	287	2295/2	2295/2	0.5	7/8	7/8	Chord	2/2	4	1	1/8		1/8	1	4303														3	3
288	288	1148	1148	0.0	0	0	Tempo	2/2	1	1	0								𝅘𝅥=249.2	249.0	𝅘𝅥	249.2	0.0						0	0
288	288	1148	1148	0.5	0	0	Chord	2/2	1	1	1/8		1/8	1	4304														0	0
288	288	2297/2	2297/2	0.0	1/8	1/8	Tempo	2/2	1	1	0								𝅘𝅥=251.2	251.0	𝅘𝅥	251.2	0.0						0	0
288	288	2297/2	2297/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	4305														0	0
288	288	1149	1149	0.0	1/4	1/4	Tempo	2/2	1	1	0								𝅘𝅥=253.1	253.0	𝅘𝅥	253.1	0.0						0	0
288	288	1149	1149	0.5	1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	4306														0	0
288	288	2299/2	2299/2	0.0	3/8	3/8	Tempo	2/2	1	1	0								𝅘𝅥=255	255.0	𝅘𝅥	255.0	0.0						0	0
288	288	2299/2	2299/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	4307														0	0
288	288	1150	1150	0.0	1/2	1/2	Tempo	2/2	1	1	0								𝅘𝅥=256.9	257.0	𝅘𝅥	256.9	0.0						0	0
288	288	1150	1150	0.5	1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	4308														0	0
288	288	2301/2	2301/2	0.0	5/8	5/8	Tempo	2/2	1	1	0								𝅘𝅥=258.8	259.0	𝅘𝅥	258.8	0.0						0	0
288	288	2301/2	2301/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	4309														0	0
288	288	1151	1151	0.0	3/4	3/4	Tempo	2/2	1	1	0								𝅘𝅥=260.8	261.0	𝅘𝅥	260.8	0.0						0	0
288	288	1151	1151	0.5	3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	4310														0	0
288	288	2303/2	2303/2	0.0	7/8	7/8	Tempo	2/2	1	1	0								𝅘𝅥=262.7	263.0	𝅘𝅥	262.7	0.0						0	0
288	288	2303/2	2303/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	4311														0	0
288	288	1148	1148	0.5	0	0	Chord	2/2	2	1	1/8		1/8	1	4312														1	1
288	288	2297/2	2297/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	4313														1	1
288	288	1149	1149	0.5	1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	4314														1	1
288	288	2299/2	2299/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	4315														1	1
288	288	1150	1150	0.5	1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	4316														1	1
288	288	2301/2	2301/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	4317														1	1
288	288	1151	1151	0.5	3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	4318														1	1
288	288	2303/2	2303/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	4319														1	1
288	288	1148	1148	0.5	0	0	Chord	2/2	3	1	1/8		1/8	1	4320														2	2
288	288	2297/2	2297/2	0.5	1/8	1/8	Chord	2/2	3	1	1/8		1/8	1	4321														2	2
288	288	1149	1149	0.5	1/4	1/4	Chord	2/2	3	1	1/8		1/8	1	4322														2	2
288	288	2299/2	2299/2	0.5	3/8	3/8	Chord	2/2	3	1	1/8		1/8	1	4323														2	2
288	288	1150	1150	0.5	1/2	1/2	Chord	2/2	3	1	1/8		1/8	1	4324														2	2
288	288	2301/2	2301/2	0.5	5/8	5/8	Chord	2/2	3	1	1/8		1/8	1	4325														2	2
288	288	1151	1151	0.5	3/4	3/4	Chord	2/2	3	1	1/8		1/8	1	4326														2	2
288	288	2303/2	2303/2	0.5	7/8	7/8	Chord	2/2	3	1	1/8		1/8	1	4327														2	2
288	288	1148	1148	0.5	0	0	Chord	2/2	4	1	1/8		1/8	1	4328														3	3
288	288	2297/2	2297/2	0.5	1/8	1/8	Chord	2/2	4	1	1/8		1/8	1	4329														3	3
288	288	1149	1149	0.5	1/4	1/4	Chord	2/2	4	1	1/8		1/8	1	4330														3	3
288	288	2299/2	2299/2	0.5	3/8	3/8	Chord	2/2	4	1	1/8		1/8	1	4331														3	3
288	288	1150	1150	0.5	1/2	1/2	Chord	2/2	4	1	1/8		1/8	1	4332														3	3
288	288	2301/2	2301/2	0.5	5/8	5/8	Chord	2/2	4	1	1/8		1/8	1	4333														3	3
288	288	1151	1151	0.5	3/4	3/4	Chord	2/2	4	1	1/8		1/8	1	4334														3	3
288	288	2303/2	2303/2	0.5	7/8	7/8	Chord	2/2	4	1	1/8		1/8	1	4335														3	3
289	289	1152	1152	0.0	0	0	Tempo	2/2	1	1	0								𝅘𝅥=264.6	265.0	𝅘𝅥	264.6	0.0						0	0
289	289	1152	1152	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	4336														0	0
289	289	1153	1153	0.0	1/4	1/4	Tempo	2/2	1	1	0								𝅘𝅥=268.5	268.0	𝅘𝅥	268.5	0.0						0	0
289	289	1154	1154	0.0	1/2	1/2	Tempo	2/2	1	1	0								𝅘𝅥=272.3	272.0	𝅘𝅥	272.3	0.0						0	0
289	289	1154	1154	1.5	1/2	1/2	Chord	2/2	1	1	3/8		1/4	3/2	4337														0	0
289	289	2311/2	2311/2	0.0	7/8	7/8	Tempo	2/2	1	1	0								𝅘𝅥=278.1	278.0	𝅘𝅥	278.1	0.0						0	0
289	289	2311/2	2311/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	4338														0	0
289	289	1152	1152	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	4339														1	1
289	289	1154	1154	1.5	1/2	1/2	Chord	2/2	2	1	3/8		1/4	3/2	4340														1	1
289	289	2311/2	2311/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	4341														1	1
289	289	1152	1152	1.0	0	0	Chord	2/2	3	1	1/4		1/4	1	4342														2	2
289	289	1154	1154	1.5	1/2	1/2	Chord	2/2	3	1	3/8		1/4	3/2	4343														2	2
289	289	2311/2	2311/2	0.5	7/8	7/8	Chord	2/2	3	1	1/8		1/8	1	4344														2	2
289	289	1152	1152	1.0	0	0	Chord	2/2	4	1	1/4		1/4	1	4345														3	3
289	289	1154	1154	1.5	1/2	1/2	Chord	2/2	4	1	3/8		1/4	3/2	4346														3	3
289	289	2311/2	2311/2	0.5	7/8	7/8	Chord	2/2	4	1	1/8		1/8	1	4347														3	3
290	290	1156	1156	0.0	0	0	Tempo	2/2	1	1	0								Presto	280.0			1.0							
290	290	1156	1156	0.0	0	0	Spanner	2/2	1	1	0																			
290	290	1156	1156	2.0	0	0	Chord	2/2	1	1	1/2		1/2	1	4348															
290	290	1158	1158	0.0	1/2	1/2	Dynamic	2/2	1	1	0					ff														
290	290	1158	1158	1.5	1/2	1/2	Chord	2/2	1	1	3/8		1/4	3/2	4349															
290	290	2319/2	2319/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	4350															
290	290	1156	1156	0.0	0	0	Spanner	2/2	2	1	0																			
290	290	1156	1156	2.0	0	0	Chord	2/2	2	1	1/2		1/2	1	4351															
290	290	1158	1158	0.0	1/2	1/2	Dynamic	2/2	2	1	0					ff														
290	290	1158	1158	1.5	1/2	1/2	Chord	2/2	2	1	3/8		1/4	3/2	4352															
290	290	2319/2	2319/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	4353															
290	290	1156	1156	0.0	0	0	Spanner	2/2	3	1	0																			
290	290	1156	1156	2.0	0	0	Chord	2/2	3	1	1/2		1/2	1	4354															
290	290	1158	1158	0.0	1/2	1/2	Dynamic	2/2	3	1	0					ff														
290	290	1158	1158	1.5	1/2	1/2	Chord	2/2	3	1	3/8		1/4	3/2	4355															
290	290	2319/2	2319/2	0.5	7/8	7/8	Chord	2/2	3	1	1/8		1/8	1	4356															
290	290	1156	1156	0.0	0	0	Spanner	2/2	4	1	0																			
290	290	1156	1156	2.0	0	0	Chord	2/2	4	1	1/2		1/2	1	4357															
290	290	1158	1158	0.0	1/2	1/2	Dynamic	2/2	4	1	0					ff														
290	290	1158	1158	1.5	1/2	1/2	Chord	2/2	4	1	3/8		1/4	3/2	4358															
290	290	2319/2	2319/2	0.5	7/8	7/8	Chord	2/2	4	1	1/8		1/8	1	4359															
291	291	1160	1160	2.0	0	0	Chord	2/2	1	1	1/2		1/2	1	4360															
291	291	1162	1162	1.5	1/2	1/2	Chord	2/2	1	1	3/8		1/4	3/2	4361															
291	291	2327/2	2327/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	4362															
291	291	1160	1160	2.0	0	0	Chord	2/2	2	1	1/2		1/2	1	4363															
291	291	1162	1162	1.5	1/2	1/2	Chord	2/2	2	1	3/8		1/4	3/2	4364															
291	291	2327/2	2327/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	4365															
291	291	1160	1160	2.0	0	0	Chord	2/2	3	1	1/2		1/2	1	4366															
291	291	1162	1162	1.5	1/2	1/2	Chord	2/2	3	1	3/8		1/4	3/2	4367															
291	291	2327/2	2327/2	0.5	7/8	7/8	Chord	2/2	3	1	1/8		1/8	1	4368															
291	291	1160	1160	2.0	0	0	Chord	2/2	4	1	1/2		1/2	1	4369															
291	291	1162	1162	1.5	1/2	1/2	Chord	2/2	4	1	3/8		1/4	3/2	4370															
291	291	2327/2	2327/2	0.5	7/8	7/8	Chord	2/2	4	1	1/8		1/8	1	4371															
292	292	1164	1164	2.0	0	0	Chord	2/2	1	1	1/2		1/2	1	4372									658						
292	292	1166	1166	2.0	1/2	1/2	Chord	2/2	1	1	1/2		1/2	1	4373															
292	292	1164	1164	2.0	0	0	Chord	2/2	2	1	1/2		1/2	1	4374									659						
292	292	1166	1166	2.0	1/2	1/2	Chord	2/2	2	1	1/2		1/2	1	4375															
292	292	1164	1164	2.0	0	0	Chord	2/2	3	1	1/2		1/2	1	4376									660						
292	292	1166	1166	2.0	1/2	1/2	Chord	2/2	3	1	1/2		1/2	1	4377															
292	292	1164	1164	2.0	0	0	Chord	2/2	4	1	1/2		1/2	1	4378									661						
292	292	1166	1166	2.0	1/2	1/2	Chord	2/2	4	1	1/2		1/2	1	4379															
293	293	1168	1168	2.0	0	0	Chord	2/2	1	1	1/2		1/2	1	4380															
293	293	1170	1170	1.5	1/2	1/2	Chord	2/2	1	1	3/8		1/4	3/2	4381															
293	293	2343/2	2343/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	4382															
293	293	1168	1168	2.0	0	0	Chord	2/2	2	1	1/2		1/2	1	4383															
293	293	1170	1170	1.5	1/2	1/2	Chord	2/2	2	1	3/8		1/4	3/2	4384															
293	293	2343/2	2343/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	4385															
293	293	1168	1168	2.0	0	0	Chord	2/2	3	1	1/2		1/2	1	4386															
293	293	1170	1170	1.5	1/2	1/2	Chord	2/2	3	1	3/8		1/4	3/2	4387															
293	293	2343/2	2343/2	0.5	7/8	7/8	Chord	2/2	3	1	1/8		1/8	1	4388															
293	293	1168	1168	2.0	0	0	Chord	2/2	4	1	1/2		1/2	1	4389															
293	293	1170	1170	1.5	1/2	1/2	Chord	2/2	4	1	3/8		1/4	3/2	4390															
293	293	2343/2	2343/2	0.5	7/8	7/8	Chord	2/2	4	1	1/8		1/8	1	4391															
294	294	1172	1172	2.0	0	0	Chord	2/2	1	1	1/2		1/2	1	4392									662						
294	294	1174	1174	2.0	1/2	1/2	Chord	2/2	1	1	1/2		1/2	1	4393															
294	294	1172	1172	2.0	0	0	Chord	2/2	2	1	1/2		1/2	1	4394									663						
294	294	1174	1174	2.0	1/2	1/2	Chord	2/2	2	1	1/2		1/2	1	4395															
294	294	1172	1172	2.0	0	0	Chord	2/2	3	1	1/2		1/2	1	4396									664						
294	294	1174	1174	2.0	1/2	1/2	Chord	2/2	3	1	1/2		1/2	1	4397															
294	294	1172	1172	2.0	0	0	Chord	2/2	4	1	1/2		1/2	1	4398									665						
294	294	1174	1174	2.0	1/2	1/2	Chord	2/2	4	1	1/2		1/2	1	4399															
295	295	1176	1176	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	4400		articStaccatoAbove													
295	295	1177	1177	1.0	1/4	1/4	Chord	2/2	1	1	1/4		1/4	1	4401		articStaccatoAbove													
295	295	1178	1178	1.0	1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	4402		articStaccatoAbove													
295	295	1179	1179	1.0	3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	4403		articStaccatoAbove													
295	295	1176	1176	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	4404		articStaccatoBelow													
295	295	1177	1177	1.0	1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	4405		articStaccatoBelow													
295	295	1178	1178	1.0	1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	4406		articStaccatoAbove													
295	295	1179	1179	1.0	3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	4407		articStaccatoAbove													
295	295	1176	1176	1.0	0	0	Chord	2/2	3	1	1/4		1/4	1	4408		articStaccatoBelow													
295	295	1177	1177	1.0	1/4	1/4	Chord	2/2	3	1	1/4		1/4	1	4409		articStaccatoBelow													
295	295	1178	1178	1.0	1/2	1/2	Chord	2/2	3	1	1/4		1/4	1	4410		articStaccatoBelow													
295	295	1179	1179	1.0	3/4	3/4	Chord	2/2	3	1	1/4		1/4	1	4411		articStaccatoAbove													
295	295	1176	1176	1.0	0	0	Chord	2/2	4	1	1/4		1/4	1	4412		articStaccatoBelow													
295	295	1177	1177	1.0	1/4	1/4	Chord	2/2	4	1	1/4		1/4	1	4413		articStaccatoBelow													
295	295	1178	1178	1.0	1/2	1/2	Chord	2/2	4	1	1/4		1/4	1	4414		articStaccatoBelow													
295	295	1179	1179	1.0	3/4	3/4	Chord	2/2	4	1	1/4		1/4	1	4415		articStaccatoBelow													
296	296	1180	1180	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	4416		articStaccatoAbove													
296	296	1181	1181	1.0	1/4	1/4	Chord	2/2	1	1	1/4		1/4	1	4417		articStaccatoAbove													
296	296	1182	1182	1.0	1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	4418		articStaccatoAbove													
296	296	1183	1183	1.0	3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	4419		articStaccatoAbove													
296	296	1180	1180	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	4420		articStaccatoAbove													
296	296	1181	1181	1.0	1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	4421		articStaccatoAbove													
296	296	1182	1182	1.0	1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	4422		articStaccatoAbove													
296	296	1183	1183	1.0	3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	4423		articStaccatoBelow													
296	296	1180	1180	1.0	0	0	Chord	2/2	3	1	1/4		1/4	1	4424		articStaccatoAbove													
296	296	1181	1181	1.0	1/4	1/4	Chord	2/2	3	1	1/4		1/4	1	4425		articStaccatoAbove													
296	296	1182	1182	1.0	1/2	1/2	Chord	2/2	3	1	1/4		1/4	1	4426		articStaccatoBelow													
296	296	1183	1183	1.0	3/4	3/4	Chord	2/2	3	1	1/4		1/4	1	4427		articStaccatoBelow													
296	296	1180	1180	1.0	0	0	Chord	2/2	4	1	1/4		1/4	1	4428		articStaccatoAbove													
296	296	1181	1181	1.0	1/4	1/4	Chord	2/2	4	1	1/4		1/4	1	4429		articStaccatoBelow													
296	296	1182	1182	1.0	1/2	1/2	Chord	2/2	4	1	1/4		1/4	1	4430		articStaccatoBelow													
296	296	1183	1183	1.0	3/4	3/4	Chord	2/2	4	1	1/4		1/4	1	4431		articStaccatoBelow													
297	297	1184	1184	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	4432		articStaccatoAbove													
297	297	1185	1185	1.0	1/4	1/4	Chord	2/2	1	1	1/4		1/4	1	4433		articStaccatoAbove													
297	297	1186	1186	1.0	1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	4434		articStaccatoAbove													
297	297	1187	1187	1.0	3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	4435		articStaccatoAbove													
297	297	1184	1184	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	4436		articStaccatoBelow													
297	297	1185	1185	1.0	1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	4437		articStaccatoAbove													
297	297	1186	1186	1.0	1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	4438		articStaccatoAbove													
297	297	1187	1187	1.0	3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	4439		articStaccatoAbove													
297	297	1184	1184	1.0	0	0	Chord	2/2	3	1	1/4		1/4	1	4440		articStaccatoBelow													
297	297	1185	1185	1.0	1/4	1/4	Chord	2/2	3	1	1/4		1/4	1	4441		articStaccatoAbove													
297	297	1186	1186	1.0	1/2	1/2	Chord	2/2	3	1	1/4		1/4	1	4442		articStaccatoBelow													
297	297	1187	1187	1.0	3/4	3/4	Chord	2/2	3	1	1/4		1/4	1	4443		articStaccatoAbove													
297	297	1184	1184	1.0	0	0	Chord	2/2	4	1	1/4		1/4	1	4444		articStaccatoBelow													
297	297	1185	1185	1.0	1/4	1/4	Chord	2/2	4	1	1/4		1/4	1	4445		articStaccatoBelow													
297	297	1186	1186	1.0	1/2	1/2	Chord	2/2	4	1	1/4		1/4	1	4446		articStaccatoBelow													
297	297	1187	1187	1.0	3/4	3/4	Chord	2/2	4	1	1/4		1/4	1	4447		articStaccatoBelow													
298	298	1188	1188	2.0	0	0	Chord	2/2	1	1	1/2		1/2	1	4448															
298	298	1190	1190	2.0	1/2	1/2	Chord	2/2	1	1	1/2		1/2	1	4449															
